,class,problem,code,answer
2067,3,"숫자 1, 3, 7, 9, 5가 있습니다. 세 자리 숫자 중 가장 큰 숫자 3개를 골라서 만들 수 있는 숫자를 쓰세요.","from itertools import permutations

a = ['1', '3', '7', '9', '5']
b = 3
c = list(map(''.join, permutations(a, b)))
c.sort(reverse=True)
y = c[0]
print(y)",975
1841,5,숫자에서 30씩 증가하기 위해 10번 점프를 해서 1200이 나온다면 어떤 숫자인가요?,"a = 30
b = 10
c = 1200
y = c - (a * b)
print(y)",900
2639,5,3자리 숫자의 10자리와 1자리를 변경하고 500을 더하여 612가 되면 처음 세 자리와 221의 차이는?,"a = 500
b = 612
c = 221
d = str(b - a)
e = int(d[0] + d[2] + d[1])
y = abs(e - c)
print(y)",100
1688,3,"4개의 숫자 카드 1, 5, 7, 8 중 2개를 뽑고 한 번만 사용하여 두 자리 숫자를 만듭니다. 두 자리 숫자를 10으로 나눌 때 몫이 가장 작은 나눗셈의 몫을 구합니다.","from itertools import permutations

a = ['1', '5', '7', '8']
b = 2
c = int(max(map(''.join, permutations(a, b))))
d = 10
y = c // d
print(y)",8
2149,3,"숫자 카드에는 1, 2, 3, 4, 5, 8이 있습니다. 한 번만 사용하여 만들 수 있는 가장 큰 다섯 자리 숫자는 무엇입니까?","from itertools import permutations

a = ['1', '2', '3', '4', '5', '8']
y = int(max(map(''.join, permutations(a, 5))))
print(y)",85432
12,1,형규는 하루에 10L의 물을 사용합니다. 수압밸브를 약하게 조절하면 평소의 0.3배의 물을 절약할 수 있습니다. 수압밸브가 약하게 조절되면 형규는 하루에 몇 리터의 물을 절약할 수 있을까요?,"a = 10
b = 0.3
y = a * b
print(y)",3
732,1,"떡볶이는 1인당 3,000원입니다. 형돈은 떡볶이를 한 접시 먹었다. 형돈이 내야 하는 1000원 지폐가 몇 장인지 알아보세요.","import math

a = 3000
b = 1
c = 1000
y = math.ceil((a * b) / c)
print(y)",3
2196,7,"1시간 동안 은희는 3km를 600m, 용준이는 1800m를 걸었다. 둘 중 가장 많이 걸은 사람의 이름은?","a = 3600
b = 1800
dicts = {""은희"": a, ""용준"": b}
y = max(dicts, key=dicts.get)
print(y)",은희
1508,4,16보다 크고 40보다 작은 두 자리 수는 4로 나누어 떨어지는 수는 몇 개입니까?,"a = 16
b = 40
y = 0
for num in range(a+1, b):
    if num % 4 == 0:
        y += 1
print(y)",5
1444,8,"원에 그린 가장 큰 마름모의 면적이 200cm²인 경우, 원의 반지름은 몇 cm입니까?","a = 200
y = (a * 2) ** (1 / 2) / 2
print(y)",10
932,8,"40cm 길이의 컬러 테이프 5장을 같은 길이로 겹쳐서 긴 선으로 붙였습니다. 이어 붙인 색테이프의 총 길이가 150cm일 때, 겹쳐진 색테이프의 길이는 몇 센티미터입니까?","a = 40
b = 5
c = 150
y = (a * b - c)/ (b - 1)
print(y)",12
2234,3,6부터 9까지의 수를 하나씩 사용하여 만들 수 있는 가장 큰 수는 무엇입니까?,"a = [6, 7, 8, 9]
a.sort(reverse=True)
b = list(map(str, a))
y = """".join(b)
print(y)",9876
1322,8,"한 변이 2미터이고 다른 변이 300센티미터인 직사각형이 있습니다. 삼각형의 밑변이 20m, 높이가 5m일 때 두 도형의 넓이의 합은 몇 cm²입니까?","a = 2 * 100
b = 300
c = 20 * 100
d = 5 * 100
y = a * b + c * d / 2
print(y)",560000
618,8,면적이 60cm인 원의 반지름을 4배로 하면 면적은 얼마입니까?,"import math

a = 60
b = 4
c = math.pi
y = a * (b ** 2)
print(y)",960
2045,1,진영은 고구마 7kg 200g을 자르고 병세는 5kg과 100g을 자른다. 고구마 통조림 2인분을 합하면 몇 그램입니까?,"a = 7200
b = 5100
y = a + b
print(y)",12300
965,1,4와 7의 곱의 몫을 20에서 9로 나눈 몫을 빼고 10을 더한 수는 얼마입니까?,"a = 20
b = 4
c = 7
d = 9
e = 10
y = a - (b * c // d) + e
print(y)",27
2041,1,55.5cm 길이의 양초에 불을 붙이고 30분 후에 양초를 측정한 결과 길이가 25.5cm였습니다. 이 양초가 1분 동안 줄어들 수 있는 센티미터를 구하십시오.,"a = 55.5
b = 30
c = 25.5
d = a - c
y = d / b
print(y)",1
2422,7,1분에 5km의 정속으로 달리는 기차와 20분에 50km의 정속으로 달리는 자동차가 있다. 50분 후에 어떤 기차나 차가 더 도착했습니까?,"a = 1
b = 5
c = 20
d = 50
e = 50
dicts = {'기차': e * (b / a), '자동차': e * (d / c)}
y = max(dicts, key=dicts.get)
print(y)",기차
2014,1,진우는 558쪽짜리 백과사전을 사서 일주일 동안 5/18을 읽었다. 진우는 일주일에 몇 페이지를 읽었습니까?,"a = 558
b = 5/18
y = a * b
print(y)",155.0
36,1,18개의 농구공을 3개의 보관 상자에 균등하게 나누고 싶습니다. 보관함 하나에 농구공을 몇 개나 담을 수 있습니까?,"a = 18
b = 3
y = int(a / b)
print(y)",6
2244,1,6리터짜리 주스 병 5개를 다시 3리터짜리 병으로 나눈다면 몇 컵이 필요할까요?,"from math import ceil
a = 6
b = 5
c = 3
y = ceil(a * b / c)
print(y)",10
241,1,368에 46을 곱하여 구합니다.,"a = 368
b = 46
y = a * b
print(y)",16928
261,1,기후에는 500원짜리 동전이 20개 있습니다. 쿠키 5000원 사면 돈이 얼마나 남나요?,"a = 500
b = 20
c = 5000
y = (a * b) - c
print(y)",5000
1657,5,"그릇에 물을 채우려면 컵 A에서 2개, 컵 B에서 18개 부어야 합니다. 컵 A가 컵 B에 몇 번 들어갈 수 있습니까?","a = 2
b = 18
y = (1/a) / (1/b)
print(y)",9
1022,4,1/15보다 크고 1/2보다 작은 단위 분수는 몇 개입니까?,"a = 1 / 15
b = 1 / 2
y = 0
i = 2
while True:
    if 1 / i > a and 1 / i < b:
        y += 1
    elif 1 / i <= a and 1 / i < b:
        break
    i += 1
print(y)",12
2477,7,"하루 24시간 중 세찬이 1/9, 현진이 1/5로 날면 누가 가장 오래 날까요?","a = 24
b = 1 / 9
c = 1 / 5
dicts = {'세찬' : a * b, '현진' : a * c}
y = max(dicts, key=dicts.get)
print(y)",현진
1821,7,"수진은 10일 동안 하루에 30번, 수민은 11일 동안 29번 줄넘기를 했다고 한다. 둘 중 누가 가장 많이 뛰었나요?","a = 10 * 30
b = 11 * 29
dicts = {'수진':a, '수민':b}
y = max(dicts, key=dicts.get)
print(y)",수민
1985,7,"같은 시간에 한별이 0.01배 10.2km, 슬기가 123m를 달렸다면 누가 가장 많이 달렸을까?","a = 10.2
b = 0.01
c = a * b
d = c * 1000
e = 123
dicts = {""한별"": d, ""슬기"": e}
y = max(dicts, key=dicts.get)
print(y)",슬기
2232,1,아버지의 키가 1m 81cm이고 어머니의 키가 아버지의 키보다 30cm 작으면 아버지와 어머니의 키를 합한 값(cm)은 얼마입니까?,"a = (100 * 1) + 81
b = 30
c = a - b
y = a + c
print(y)",332
1843,1,고작 32개밖에 되지 않는 소중한 구슬을 여섯 친구에게 똑같이 나누어 주려고 합니다. 각 사람이 받을 구슬의 수를 찾으십시오.,"a = 32
b = 6
y = a // b
print(y)",5
1573,1,영선은 티켓이 5장씩 30장 들어있습니다. 이 티켓을 10명의 친구에게 균등하게 배포하려고 합니다. 각 친구에게 몇 장의 티켓을 줄 수 있습니까?,"a = 5
b = 30
c = 10
y = a * b // c
print(y)",15
2397,4,"숫자 카드 80,24,35,5에서 가장 큰 숫자를 가장 작은 숫자로 나눈 몫을 구하세요.","a = [80, 24, 35, 5]
y = max(a) // min(a)
print(y)",16
1533,4,"숫자 3, 5, 9, 12, 13 중에서 가장 큰 숫자와 가장 작은 숫자의 곱을 찾으세요.","a = [3, 5, 9, 12, 13]
y = max(a) * min(a)
print(y)",39
364,1,한 봉지에 24개의 토마토가 있습니다. 토마토가 15포 있다면 토마토는 모두 몇 개입니까?,"a = 24
b = 15
y = a * b
print(y)",360
1453,8,한 변이 12cm인 정사각형이 있습니다. 이 정사각형의 네 변의 길이의 합은 얼마입니까?,"a = 12
b = 4
y = a * b
print(y)",48
2665,1,1/8 × 1/2의 몫을 소수점 이하 두 자리까지 구하십시오.,"a = 1/8
b = 1/2
y = a * b
print(""{:.2f}"".format(y))",0.06
924,1,농구 경기에는 팀당 5명의 선수가 필요합니다. 48명의 농구 선수로 농구 팀을 몇 개 만들 수 있습니까?,"a = 5
b = 48
y = b // a
print(y)",9
1403,1,830 빼기 333이 뭔가요?,"a = 830
b = 333
y = a - b
print(y)",497
682,4,"3.27, 0.03, 7/12, 1/5의 가장 큰 수와 가장 작은 수의 곱을 찾으십시오.","a = [3.27, 0.03, 7/12, 1/5]
y = max(a) * min(a)
print(y)",0.10
1639,8,너비의 5배인 직사각형의 길이가 3.12m인 경우 면적은 소수점 이하 두 자리까지 몇 제곱미터입니까?,"a = 5
b = 4
c = 3.12
y = c * (c * a)
print(""{:.2f}"".format(y))",48.67
230,5,다음 표현식이 있습니다. 70*A=6300. 이를 만족하는 A를 찾으십시오.,"a = 70
b = 6300
y = b / a
print(y)",90
2153,1,600보다 큰 숫자는 □입니다. □ 네모칸에 알맞은 숫자를 쓰세요.,"a = 600
b = 150
y = a + b
print(y)",750
1984,4,185와 45의 최대공약수는?,"import math
a = 185
b = 45
y = math.gcd(a, b)
print(y)",5
2297,8,한 변의 길이가 10cm인 정사각형의 각 변의 중간을 연결하여 마름모를 그렸습니다. 녹색 마름모의 면적은 몇 cm²입니까?,"a = 10
y = a * a / 2
print(y)",50
1815,7,"핸드폰 사진첩에는 어머니 사진 1391장, 아버지 사진 1371장이 있다. 누가 더 많은 사진을 가지고 있습니까?","a = 1391
b = 1371
dicts = {'어머니': a, '아버지': b}
y = max(dicts, key=dicts.get)
print(y)",어머니
2139,3,"숫자카드 1, 4, 2를 한 번만 사용하여 만들 수 있는 두 자리 숫자를 만들고 싶습니다. 3으로 나누어 떨어지는 수는 몇 개인가?","from itertools import permutations

a = ['1', '4', '2']
b = 3
y = 0
for c in permutations(a, 2):
    if not int(''.join(c)) % b:
        y += 1
print(y)",4
336,1,민호의 저금통에 9000원이 있습니다. 오늘부터 110일 동안 매일 300원씩 저축한다면 모두 얼마인지 알아보세요.,"a = 9000
b = 300
c = 110
y = a + (b * c)
print(y)",12000
2321,4,4/24와 8/12가 두 개인 경우 100에 가장 가까운 공통 분모를 찾으십시오.,"import math

a = 4
b = 24
c = 8
d = 12
e = b // math.gcd(a, b)
f = d // math.gcd(c, d)
g = e * f // math.gcd(e, f)
h = 100
i = h // g
y = g * i if abs(h - g * i) < abs(h - g * (i + 1)) else g * (i + 1)
print(y)",102
770,1,72개의 볼펜을 하나의 필통에 8개씩 넣으려고 합니다. 연필통이 몇 개 필요합니까?,"a = 72
b = 8
y = a // b
print(y)",9
268,3,"숫자 카드 1, 3, 7이 있습니다. 2개의 카드를 사용하여 만들 수 있는 가장 큰 분수와 가장 작은 분수의 곱을 찾으세요.","a = [1, 3, 7]
y = (max(a) / min(a)) * (min(a) / max(a))
print(y)",1
97,1,각각 20개의 초콜릿이 4개의 상자가 있습니다. 이 바둑돌을 8명의 학생에게 균등하게 나누어 주려면 각 학생에게 몇 개의 바둑판을 줄 수 있는지 계산하십시오.,"a = 20
b = 4
c = 8
y = a * b // c
print(y)",10
685,1,"오늘 소연이네 가게에서 번 104만원을 1,000원권으로 환전할 거에요. 1000원권의 개수를 구하세요.","a = 1040000
b = 1000
y = a // b
print(y)",1040
772,4,분모가 25보다 크고 95보다 작은 11/15와 크기가 같은 분수를 몇 개나 구하십시오.,"import math

a = 11
b = 15
c = 25
d = 95
e = math.gcd(a,b)
y = math.ceil(d / (b / e)) - c // (b / e) - 1
print(y)",5
402,1,1.56L 주스가 5병 있습니다. 저는 각 컵에 0.21L의 이 주스를 공유할 것입니다. 몇 컵이 필요합니까?,"a = 1.56
b = 5
c = 0.21
y = int(a * b / c)
print(y)",37
349,8,"가로 15센티미터, 세로 12센티미터, 높이 13센티미터인 직육면체의 모든 모서리의 길이의 합은 얼마입니까?","a = 15
b = 12
c = 13
y = (a + b + c) * 4
print(y)",160
2451,7,"진우는 물에 딸기 과즙 150mL를 넣어 딸기 과즙 250mL를 만들었고, 윤서는 물에 딸기 과즙 120mL를 넣어 딸기 과즙 350mL를 만들었다. 두 사람 중 누가 더 걸쭉한 딸기 주스를 만들까요?","a = 150
b = 250
c = 120
d = 350
dict = {'진우': a / b, '윤서': c / d}
y = max(dict, key=dict.get)
print(y)",진우
809,8,반지름이 9cm인 원 모양의 바퀴가 학교 문에서 공원까지 50바퀴를 돌았다면 학교 문에서 공원까지의 거리를 센티미터 단위로 구하세요. (둘레: 3.14),"a = 9
b = 50
c = 3.14
y = 2 * a * c * b
print(y)",2826
1186,1,"공장에 10000개 짜리 상자 5개, 1000개 짜리 2개, 100개 짜리 3개, 10개 짜리 8개 있는 공장이 있다면 총 구슬은 몇 개입니까?","a = 10000 * 5
b = 1000 * 2
c = 100 * 3
d = 10 * 8
y = a + b + c + d
print(y)",52380
1809,8,한 변의 길이가 55cm인 틀의 네 변의 길이의 합은 얼마입니까?,"a = 55
b = 4
y = a * b
print(y)",220
1878,1,만약 현수 그룹이 윗몸 일으키기를 200회 하고 수진 그룹이 현수보다 100회 적게 했다면 수진 그룹은 윗몸 일으키기를 몇 개나 했을까?,"a = 200
b = 100
y = a - b
print(y)",100
1797,6,숫자에서 30을 빼야 하는데 실수로 더해서 68이 되었습니다. 무슨 숫자인가요?,"a = 30
b = 68
y = b - a
print(y)",38
1342,8,"너비 9cm, 높이 11cm인 직사각형이 있습니다. 이 직사각형의 넓이를 구하세요.","a = 9
b = 11
y = a * b
print(y)",99
1656,8,"너비가 30cm, 높이가 16cm인 직사각형이 있습니다. 이 직사각형의 두 변의 차이는 몇 센티미터입니까?","a = 30
b = 16
y = abs(a - b)
print(y)",14
1092,8,"너비 13.9cm, 길이 5.2cm의 직사각형과 너비 14.8cm, 높이 8.8cm의 평행사변형이 있습니다. 두 그림의 면적의 합을 cm²로 구하십시오.","a = 13.9
b = 5.2
c = 14.8
d = 8.8
y = (a * b) + (c * d)
print(y)",202.52
1317,1,"피오의 몸무게는 76kg, 호동은 피오보다 25kg 무거웠다. 피오와 호동의 무게의 합은 몇 kg인가요?","a = 76
b = 25
y = a + a + b
print(y)",177
541,8,"현수가 둘레 392.92cm의 정사각형 캔버스에 유화를 그렸다면, 현수가 유화를 그린 캔버스의 한 변의 길이는 얼마인가?","a = 392.92
b = 4
y = a / b
print(y)",98.23
2296,1,지하철에는 560명의 승객이 있었다. 이 역에서 185명이 내리고 173명이 탔습니다. 이 역을 떠날 때 지하철에 몇 명의 승객이 있습니까?,"a = 560
b = 185
c = 173
y = a - b + c
print(y)",548
2104,3,"숫자 카드 7, 8, 5, 6, 1, 4를 한 번 사용하여 만들 수 있는 가장 큰 6자리 숫자를 찾습니다.","a = [7, 8, 5, 6, 1, 4]
a.sort(reverse=True)
b = list(map(str, a))
y = """".join(b)
print(y)",876541
1618,7,"A, B, C, D의 네 가지 숫자가 있습니다. A는 50입니다. B는 A보다 10이 작습니다. C는 B보다 9가 작습니다. D가 B보다 3배 작으면 어떤 숫자가 가장 작은가요?","a = 50
b = 10
c = 9
d = 3
dicts = {'A': a, 'B': a - b, 'C': a - b - c, 'D': (a - b) * d}
y = min(dicts, key=dicts.get)
print(y)",C
904,3,"숫자 카드에는 4, 3, 8이 있습니다. 그 중 2개의 카드를 선택하고 한 번만 사용하여 하나의 십진수를 만들 수 있는 4보다 큰 소수는 몇 개입니까?","from itertools import permutations

a = [4, 3, 8]
b = 2
c = 4
d = list(permutations(a, b))
y = 0
for i in d:
    if i[0] >= c:
        y += 1
if 0 in a and c in a:
    y -= 1
print(y)",6
1237,8,너비가 9cm이고 너비가 5cm인 직사각형의 둘레는 얼마입니까?,"a = 9
b = 5
y = (a + a + b) * 2
print(y)",46
1427,7,사과 20개가 들어 있는 상자 5개와 복숭아가 25개 들어 있는 상자가 3개 있습니다. 사과와 복숭아 중 어떤 과일을 더 좋아하세요?,"a = 20
b = 5
c = 22
d = 3
dicts = {'사과': a*b, '복숭아': c*d}
y = max(dicts, key=dicts.get)
print(y)",사과
790,1,아버지는 55세입니다. 당신의 아버지의 나이가 현지 나이의 3배보다 5살 어리다면 현지 나이는 몇 살입니까?,"a = 3
b = 5
c = 55
y = (c + b) // a
print(y)",20
2487,3,"숫자 카드 4, 6, 8을 한 번만 사용하여 가장 큰 대분수를 만들고 싶습니다. 이 대분수를 가분수로 변환할 때의 분자 값을 구하십시오.","a = [4, 6, 8]
a = sorted(a)
y = a[0] + a[1] * a[2]
print(y)",52
497,7,"학교에서 재호 집까지 1234보, 준희 집까지 2375보라면 학교에서 먼지가 더 많은 집은?","a = 1234
b = 2375
dicts = {'재호': a, '준희': b}
y = max(dicts, key=dicts.get)
print(y)",준희
2547,1,떨어지는 높이의 0.5배로 튀는 공이 있습니다. 공을 떨어뜨렸을 때 바운스 높이가 9.4m였다면 공은 몇 높이에서 떨어뜨렸습니까?,"a = 0.5
b = 9.4
y = b / a
print(y)",18.80
2638,7,"혜진네 가족은 아침에 우유 0.5L, 저녁에 우유 7/10L를 마셨다. 혜진네 가족은 언제 아침이나 저녁에 우유를 더 많이 마셨습니까?","a = 0.5
b = 7 / 10
dicts = {'아침': a, '저녁': b}
y = max(dicts, key=dicts.get)
print(y)",저녁
187,5,숫자를 8로 나누었을 때 몫은 6이고 나머지는 3입니다. 어떤 숫자를 찾으세요,"a = 8
b = 6
c = 3
y = a * b + c
print(y)",51
2802,1,"진오의 한 걸음은 25센티미터 정도다. 진오의 집에서 도서관까지의 거리가 약 1000미터라면, 진오의 집에서 도서관까지 몇 걸음 걸립니까?","a = 25
b = 1000
c = b * 100
y = round(c / a)
print(y)",4000
443,3,"숫자 카드는 2, 3, 5, 9, 8이 있습니다. 카드는 한 번만 사용하여 세 자리 숫자와 두 자리 숫자를 만들었습니다. 세 자리 수를 두 자리 수로 나눌 때 가장 작은 몫을 찾습니다.","from itertools import permutations

a = ['2', '3', '5', '9', '8']
b = int(max(map(''.join, permutations(a, 2))))
c = int(min(map(''.join, permutations(a, 3))))
y = c // b
print(y)",2
1718,8,나는 둘레가 32센티미터인 마름모를 가지고 있습니다. 이 마름모의 한 변의 길이를 구하십시오.,"a = 32
b = 4
y = a / b
print(y)",8
1824,1,"지연의 키는 155cm, 아버지의 키는 177cm입니다. 언니의 키가 지연보다 5센티미터 더 크다면 아빠와 언니의 키는 몇센티미터 차이가 나나요?","a = 155
b = 177
c = 5
y = b - (a + c)
print(y)",17
84,1,400L의 물을 20L 물탱크로 나누면 몇 개의 물탱크가 필요합니까?,"from math import ceil

a = 400
b = 20
y = ceil(a / b)
print(y)",20
